25632375;41.1552;-8.610018;-0.1502732;0.7182937
122452424;41.16217;-8.606847;-0.1502178;0.7184154
122452425;41.16248;-8.609223;-0.1502593;0.7184207
122452427;41.16271;-8.611128;-0.1502925;0.7184248
122452429;41.1629;-8.612592;-0.1503181;0.7184281
122452434;41.16391;-8.620702;-0.1504596;0.7184457
126600950;41.16335;-8.624803;-0.1505312;0.7184361
126600953;41.16314;-8.62335;-0.1505059;0.7184324
126600955;41.16298;-8.622668;-0.1504939;0.7184295
126600958;41.16285;-8.622007;-0.1504824;0.7184272
126600959;41.16273;-8.62086;-0.1504624;0.7184252
126617427;41.16237;-8.616489;-0.1503861;0.7184188
126617428;41.16172;-8.611365;-0.1502967;0.7184076
126617430;41.16146;-8.609597;-0.1502658;0.7184031
126617431;41.16104;-8.607491;-0.1502291;0.7183957
128560274;41.15805;-8.61223;-0.1503118;0.7183436
128560275;41.15734;-8.61265;-0.1503191;0.7183312
128560448;41.16499;-8.610975;-0.1502899;0.7184646
128560449;41.16293;-8.611084;-0.1502918;0.7184287
129548927;41.15725;-8.60997;-0.1502723;0.7183295
129548929;41.15873;-8.609937;-0.1502717;0.7183554
129548930;41.16044;-8.609951;-0.150272;0.7183852
129548931;41.1641;-8.608541;-0.1502474;0.718449
129549662;41.15663;-8.611876;-0.1503056;0.7183186
129552046;41.1576;-8.607144;-0.150223;0.7183357
129953504;41.15653;-8.620773;-0.1504609;0.718317
129953505;41.15629;-8.619326;-0.1504356;0.7183127
137992807;41.16012;-8.607918;-0.1502365;0.7183796
137992808;41.15735;-8.609162;-0.1502582;0.7183312
137993129;41.16023;-8.608665;-0.1502496;0.7183816
137993249;41.16068;-8.611591;-0.1503006;0.7183893
137994581;41.15749;-8.608109;-0.1502399;0.7183338
137994583;41.15721;-8.61133;-0.1502961;0.7183288
137994720;41.15899;-8.608397;-0.1502449;0.7183598
138208399;41.15905;-8.62013;-0.1504496;0.718361
138208401;41.15864;-8.619917;-0.1504459;0.7183537
138208872;41.16133;-8.621084;-0.1504663;0.7184007
138209120;41.16153;-8.620632;-0.1504584;0.7184043
280197437;41.1568;-8.609246;-0.1502597;0.7183217
343646659;41.16198;-8.605283;-0.1501905;0.718412
343646818;41.1642;-8.623213;-0.1505035;0.7184508
343646831;41.16309;-8.61425;-0.150347;0.7184315
343646840;41.15936;-8.613678;-0.150337;0.7183663
343646841;41.15917;-8.614017;-0.150343;0.718363
343646851;41.16189;-8.612714;-0.1503202;0.7184106
349907649;41.16033;-8.60989;-0.1502709;0.7183833
349907698;41.15882;-8.610679;-0.1502847;0.718357
349907807;41.16454;-8.610979;-0.1502899;0.7184568
428217533;41.15924;-8.620275;-0.1504522;0.7183642
428217535;41.15898;-8.621011;-0.150465;0.7183596
428217536;41.15886;-8.621706;-0.1504772;0.7183577
428217537;41.1589;-8.622166;-0.1504852;0.7183583
428217538;41.15899;-8.62251;-0.1504912;0.7183598
428217539;41.1591;-8.622787;-0.150496;0.7183617
428217540;41.15939;-8.623222;-0.1505036;0.7183669
473873457;41.15901;-8.609057;-0.1502564;0.7183602
473873458;41.15876;-8.609324;-0.150261;0.718356
473873459;41.15848;-8.609311;-0.1502608;0.718351
473873460;41.15809;-8.609406;-0.1502625;0.7183442
473873461;41.15789;-8.60944;-0.1502631;0.7183407
473873462;41.15775;-8.609495;-0.150264;0.7183383
473873463;41.15762;-8.609593;-0.1502658;0.7183359
473873464;41.15756;-8.609732;-0.1502682;0.718335
473873465;41.15748;-8.609967;-0.1502723;0.7183336
473874237;41.15758;-8.613656;-0.1503367;0.7183352
473874239;41.15769;-8.614063;-0.1503438;0.7183372
473874242;41.15796;-8.61408;-0.1503441;0.7183419
473877733;41.15764;-8.613982;-0.1503423;0.7183363
473877734;41.15807;-8.613791;-0.150339;0.7183439
473877735;41.15837;-8.61369;-0.1503373;0.718349
473877736;41.15875;-8.613706;-0.1503375;0.7183558
473877737;41.15896;-8.613656;-0.1503367;0.7183594
473878705;41.15816;-8.613416;-0.1503325;0.7183453
473878708;41.15849;-8.613324;-0.1503309;0.7183512
473879871;41.15865;-8.612082;-0.1503092;0.718354
473879878;41.15872;-8.612345;-0.1503138;0.7183552
473879884;41.15906;-8.613197;-0.1503287;0.7183611
473879887;41.1586;-8.613306;-0.1503305;0.718353
473880555;41.15893;-8.612823;-0.1503221;0.7183588
473882628;41.15889;-8.613226;-0.1503292;0.7183581
473882633;41.15876;-8.612845;-0.1503225;0.718356
474385797;41.16266;-8.62002;-0.1504477;0.718424
474385798;41.16254;-8.620111;-0.1504493;0.7184218
474385800;41.16215;-8.620477;-0.1504557;0.718415
474385801;41.16203;-8.620569;-0.1504573;0.7184129
474385803;41.16163;-8.62067;-0.1504591;0.718406
474541483;41.16069;-8.621157;-0.1504676;0.7183896
474541486;41.16067;-8.621025;-0.1504653;0.7183892
474541500;41.16061;-8.619825;-0.1504443;0.7183881
474541501;41.1605;-8.61927;-0.1504346;0.7183863
474541502;41.16041;-8.619083;-0.1504314;0.7183847
474541503;41.16032;-8.618919;-0.1504285;0.718383
474541505;41.16019;-8.61869;-0.1504245;0.7183809
474541506;41.16013;-8.618428;-0.15042;0.7183799
474541511;41.16003;-8.618188;-0.1504157;0.7183781
474541515;41.15993;-8.61801;-0.1504126;0.7183763
474541520;41.15955;-8.617918;-0.150411;0.7183697
474541522;41.15941;-8.617806;-0.1504091;0.7183672
474541524;41.15909;-8.617279;-0.1503999;0.7183617
474543238;41.15989;-8.617139;-0.1503974;0.7183756
474544816;41.1574;-8.617462;-0.1504031;0.7183321
474544818;41.1577;-8.617078;-0.1503964;0.7183374
474544821;41.15796;-8.616943;-0.150394;0.7183419
474544824;41.15825;-8.616899;-0.1503932;0.718347
474544829;41.15852;-8.616846;-0.1503923;0.7183517
474544834;41.159;-8.617053;-0.1503959;0.71836
474546948;41.16336;-8.616322;-0.1503832;0.7184362
474546970;41.15916;-8.617103;-0.1503968;0.7183628
474546975;41.16016;-8.617135;-0.1503974;0.7183803
474546977;41.16027;-8.617061;-0.1503961;0.7183822
474546980;41.16064;-8.616847;-0.1503924;0.7183888
474546983;41.16084;-8.616775;-0.1503911;0.7183922
474546985;41.16099;-8.616751;-0.1503907;0.7183948
474546987;41.16126;-8.616696;-0.1503897;0.7183996
474549060;41.16254;-8.618445;-0.1504202;0.7184219
474549070;41.16183;-8.618422;-0.1504198;0.7184095
474549073;41.16164;-8.618417;-0.1504197;0.7184061
474549075;41.16145;-8.618441;-0.1504202;0.7184027
474549077;41.16127;-8.618456;-0.1504204;0.7183997
474549081;41.16112;-8.618559;-0.1504222;0.718397
474549084;41.161;-8.618631;-0.1504235;0.7183949
474549101;41.16137;-8.61975;-0.150443;0.7184015
474549103;41.16144;-8.619957;-0.1504466;0.7184026
474549107;41.16146;-8.620163;-0.1504502;0.7184029
474549109;41.16145;-8.620355;-0.1504536;0.7184027
474549111;41.16143;-8.620499;-0.1504561;0.7184025
474549115;41.16148;-8.620604;-0.1504579;0.7184033
474549120;41.1615;-8.620693;-0.1504595;0.7184036
474551135;41.1609;-8.617927;-0.1504112;0.7183933
474552495;41.16111;-8.621111;-0.1504668;0.7183969
474552497;41.16105;-8.62069;-0.1504594;0.7183959
474552500;41.16097;-8.620185;-0.1504506;0.7183945
474552505;41.16081;-8.619202;-0.1504335;0.7183917
474552506;41.16082;-8.619043;-0.1504307;0.7183918
474552508;41.16087;-8.618893;-0.1504281;0.7183926
474553709;41.1605;-8.619024;-0.1504304;0.7183863
474553711;41.16054;-8.618642;-0.1504237;0.7183869
474553712;41.16059;-8.618573;-0.1504225;0.7183878
474553713;41.16063;-8.618404;-0.1504195;0.7183884
474553715;41.16068;-8.618319;-0.150418;0.7183894
474553716;41.16074;-8.618088;-0.150414;0.7183903
474553717;41.16077;-8.617941;-0.1504114;0.7183911
474556624;41.16132;-8.617843;-0.1504097;0.7184005
474559375;41.16286;-8.612175;-0.1503108;0.7184274
474676238;41.16142;-8.612998;-0.1503252;0.7184023
474676240;41.16192;-8.612946;-0.1503243;0.718411
474676241;41.16126;-8.61307;-0.1503264;0.7183995
474676242;41.16105;-8.613114;-0.1503272;0.7183958
474676243;41.16089;-8.613119;-0.1503273;0.718393
474676244;41.16067;-8.613068;-0.1503264;0.7183892
474676245;41.16053;-8.613042;-0.1503259;0.7183867
474676246;41.16026;-8.613037;-0.1503258;0.7183821
474676247;41.1601;-8.613128;-0.1503274;0.7183793
474676248;41.15998;-8.613222;-0.1503291;0.7183772
474676249;41.15981;-8.613428;-0.1503327;0.7183741
474676250;41.1596;-8.613677;-0.150337;0.7183706
474676251;41.15936;-8.613935;-0.1503415;0.7183664
474677888;41.15919;-8.614038;-0.1503433;0.7183634
474677891;41.15907;-8.614047;-0.1503435;0.7183612
474677896;41.1589;-8.614115;-0.1503447;0.7183583
474677899;41.15845;-8.614223;-0.1503466;0.7183504
474677900;41.15825;-8.614271;-0.1503474;0.718347
474677902;41.15801;-8.614289;-0.1503477;0.7183428
474677907;41.15772;-8.614269;-0.1503474;0.7183377
474677911;41.15754;-8.614246;-0.150347;0.7183346
474677914;41.15704;-8.614094;-0.1503443;0.7183259
474677917;41.15701;-8.614035;-0.1503433;0.7183253
474677919;41.15688;-8.613737;-0.1503381;0.7183231
474677934;41.15663;-8.613067;-0.1503264;0.7183187
474681706;41.15927;-8.614395;-0.1503496;0.7183647
474681707;41.15926;-8.614634;-0.1503537;0.7183646
474681709;41.15929;-8.614795;-0.1503565;0.7183651
